,entity_type,n_document,n_sentence,n_token,n_MISC,n_ALL,F1_mean,F1_std,P,R
0,StockTrader110657835,18,1753,52868,1907,1907,0.74824,0.18304336753895237,0.9366200000000001,0.6527000000000001
1,Ma110278128,13,1239,37578,1514,1514,0.74492,0.1118555210975301,0.9237,0.6432599999999999
2,HighPriest110175248,7,636,19265,836,836,0.6029,0.07575793027795835,0.76074,0.5023799999999999
3,Meteorite109352849,4,315,6289,340,340,0.5567200000000001,0.2093781211110655,0.78628,0.45733999999999997
4,Pipe103944672,11,1079,28401,1366,1366,0.67206,0.0529950035380695,0.7898000000000001,0.58726
5,Queen110499857,14,1339,39488,1464,1464,0.64824,0.12399717093546932,0.7811999999999999,0.5600799999999999
6,Byway102930645,16,1540,42638,1687,1687,0.56818,0.07945767175043579,0.7534599999999999,0.45772
7,Clock103046257,7,648,16478,725,725,0.58578,0.11597100327236978,0.7513400000000001,0.4866599999999999
8,Prefect110465128,14,1366,38537,1465,1465,0.53788,0.03296212371798879,0.7461400000000001,0.42191999999999996
9,Terror110702483,69,6843,199345,7064,7064,0.6156400000000001,0.1248793593833665,0.9461,0.46816
10,Isotope114619658,15,1442,43222,2438,2438,0.7989599999999999,0.04541169893320439,0.8616199999999999,0.7469
11,Candidiasis114181713,6,539,9508,643,643,0.86188,0.03289367112378914,0.9296199999999999,0.80414
12,Duration115133621,9,900,23823,1075,1075,0.772,0.08403316012146632,0.86754,0.7031
13,Turbine104498523,7,636,16329,666,666,0.65042,0.20646269784152294,0.7955599999999999,0.58624
14,Constable109959142,12,1168,35677,1208,1208,0.60158,0.08331589044113973,0.8052199999999999,0.48986
15,Polymer114994328,20,1937,49623,2480,2480,0.63892,0.03249543968005359,0.85268,0.51154
16,Navy108191701,105,10417,297081,11194,11194,0.9086599999999999,0.03257340019095333,0.93376,0.88562
17,Dodger110022759,3,202,6632,221,221,0.74038,0.1299586918986183,0.9552800000000001,0.622
18,Herbicide114906850,3,277,7318,375,375,0.6434199999999999,0.09497884817157976,0.8544,0.5196
19,Bryophyte111537327,2,186,3089,236,236,0.5914200000000001,0.09910758598613932,0.73822,0.4979
20,Antidepressant102718811,6,592,14633,745,745,0.6934,0.10272783459218833,0.9063799999999999,0.5741400000000001
21,NavalWeaponry103812924,13,1269,39078,1576,1576,0.70534,0.029534359651091135,0.75402,0.66306
22,Promenade104010205,8,780,20561,817,817,0.5175799999999999,0.07751467990000344,0.7788000000000002,0.39109999999999995
23,ScaleInsect102248510,2,161,3411,248,248,0.7531800000000001,0.057220499823052946,0.79968,0.71384
24,Epidemic107435533,17,1621,46360,1675,1675,0.7493200000000001,0.12259144178938432,0.8129200000000001,0.70938
25,Criticism106710546,7,657,18428,689,689,0.5359200000000001,0.23353673287086985,0.7965000000000001,0.45036
26,Protest101177033,23,2258,64612,2426,2426,0.5832,0.12536884780518642,0.76172,0.4807
27,Feather101896031,6,531,14383,552,552,0.67876,0.24503330875617704,0.91164,0.5909
28,Premiere106893285,17,1638,53671,3111,3111,0.87292,0.033661693362039884,0.92766,0.8254999999999999
29,Lemur102496913,3,285,4148,398,398,0.9028,0.018283872675120032,0.92738,0.87964
30,Biophysicist109856267,10,914,24133,1092,1092,0.7495,0.07321188428117392,0.8978400000000001,0.6495
31,Busker109883174,71,7066,213154,8034,8034,0.84832,0.029430011892624147,0.9639800000000001,0.75862
32,DueProcess101181475,7,610,18489,618,618,0.48718000000000006,0.17045046670513986,0.82204,0.37718
33,Etymology106514621,15,1436,36013,1451,1451,0.7836799999999999,0.2675679457633145,0.93818,0.74592
34,Retailer110525436,8,731,20320,761,761,0.26132,0.09720906130603259,0.67778,0.17578
35,WebLog106402202,16,1503,44371,1626,1626,0.6157,0.16660045618184843,0.8012599999999999,0.51538
36,Shipwright110590764,6,520,13650,554,554,0.62924,0.05823622927353726,0.78722,0.5340199999999999
37,AnxietyDisorder114380473,12,1129,31511,1256,1256,0.58744,0.10539820871343118,0.79664,0.4801
38,FarmBuilding103322570,6,534,12354,632,632,0.7597800000000001,0.060984502949519924,0.84156,0.69586
39,Industry108065234,43,4217,114375,4479,4479,0.66126,0.0886581434499956,0.85728,0.54254
40,Dinghy103199901,3,202,4704,258,258,0.52366,0.10958057492092292,0.8568999999999999,0.38627999999999996
41,Brew107886572,3,230,5739,274,274,0.5607,0.12600274600182326,0.88636,0.42105999999999993
42,BallGame100471437,127,12665,332752,13566,13566,0.8897,0.05816510981679653,0.93244,0.8534599999999999
43,FungusOrder111594676,3,222,4773,306,306,0.9087000000000002,0.017607952748687164,0.9247200000000001,0.89574
44,Degree113939892,4,339,9641,381,381,0.6797,0.09449027463183711,0.82412,0.5885
45,Anesthetic102710766,4,333,7124,384,384,0.51058,0.14310318514973733,0.7958000000000001,0.38686
46,Handbook106421301,11,1082,30983,1205,1205,0.53698,0.11811515398118903,0.75656,0.42384000000000005
47,Pterosaur101722998,6,505,11700,844,844,0.7846,0.07297043236818597,0.84756,0.7386799999999999
48,Fiber114866889,6,521,13447,659,659,0.6332000000000001,0.2032227841557142,0.8714000000000001,0.52382
49,PartyGame100458800,5,427,10310,461,461,0.40843999999999997,0.1168521561632476,0.85136,0.27470000000000006
50,Base102798290,18,1711,45051,1906,1906,0.74734,0.05319442076007594,0.8682599999999999,0.658
51,Ornithischian101700470,13,1259,31102,2311,2311,0.9016,0.006086049621881188,0.90636,0.8970800000000001
52,Landing103638321,30,2926,77386,3047,3047,0.72348,0.17762720962735412,0.9373400000000001,0.62314
53,Reservoir113776854,3,295,7290,310,310,0.5292399999999999,0.04058041892341675,0.69838,0.429
54,PlanetaryNebula109394797,1,88,1646,101,101,0.8152799999999999,0.047104793811246014,0.8628599999999998,0.7739
55,Ape102470325,9,836,23788,1032,1032,0.7527400000000001,0.06277428135789372,0.88046,0.66396
56,SpaceProbe104265668,18,1707,49616,2370,2370,0.80738,0.016719497600107512,0.87762,0.74764
57,MarineEngineer110294421,5,469,13096,475,475,0.6190399999999999,0.0943824263303291,0.8029,0.5134399999999999
58,AircraftCarrier102687172,11,1012,28459,1231,1231,0.7542,0.051051934341413585,0.88246,0.66112
59,Calculation105802185,7,617,14244,671,671,0.5826800000000001,0.06190894604174746,0.80252,0.46012000000000003
60,SmartCard113377003,6,516,13692,683,683,0.6142800000000002,0.07209908182494419,0.75932,0.5228400000000001
61,Slum108651832,6,534,14211,686,686,0.54264,0.14095221317879333,0.81598,0.4237
62,TenorSaxophonist110701962,26,2593,69938,3506,3506,0.9143799999999999,0.032248187545969156,0.9763,0.8615
63,Tetrapod102156732,3,264,6439,371,371,0.64896,0.22053745804284586,0.8755600000000001,0.54988
64,SpecialEffect105917994,15,1497,43343,1652,1652,0.61946,0.14041517866669542,0.79388,0.52352
65,AdvertisingCampaign100798959,3,208,5850,214,214,0.29932000000000003,0.12199900655333223,0.65246,0.20636000000000002
66,Noise107387509,13,1206,36466,1272,1272,0.7400399999999999,0.07242434949656089,0.8628199999999999,0.6516200000000001
67,Ghetto108578951,13,1249,32447,1443,1443,0.8084999999999999,0.10940148079436585,0.93036,0.73262
68,Comment106762711,7,644,18773,656,656,0.4234400000000001,0.2099798047432181,0.9025000000000001,0.29897999999999997
69,Trombonist110730416,30,2996,79118,3675,3675,0.7492,0.05812004817616725,0.9341200000000001,0.63034
70,Vector105864577,9,806,23057,942,942,0.5688599999999999,0.11494131720143108,0.70386,0.4826
71,Biopsy105740929,4,383,9233,445,445,0.43751999999999996,0.0863521487862346,0.7592399999999999,0.30992
72,Pagoda103874965,3,249,5751,278,278,0.74648,0.08195731571983064,0.8245199999999999,0.68298
73,Vogue105750163,11,1042,30316,1074,1074,0.27396000000000004,0.17874918293519554,0.80594,0.18642
74,Conservatory108287436,49,4804,138848,5718,5718,0.8028400000000001,0.04650722954552335,0.8821999999999999,0.73778
75,Fundraiser110116478,12,1160,35103,1197,1197,0.70196,0.2949359089700676,0.90664,0.64572
76,VolcanicEruption107436475,4,317,6640,344,344,0.42164,0.042853265919880604,0.79896,0.28858
77,Rocket104099175,7,608,16718,784,784,0.65848,0.06288266533791327,0.8448,0.54298
78,CarnivorousBat102141306,3,238,5374,397,397,0.9023199999999999,0.0387076943255472,0.9367599999999999,0.87348
79,Pidgin106905680,13,1300,35973,1626,1626,0.72672,0.1040152565732547,0.8699399999999999,0.634
80,Stalk113129165,14,1303,17631,1334,1334,0.89926,0.085171934344595,0.9800599999999999,0.8381399999999999
81,Accessory102671780,13,1299,33306,1436,1436,0.37446,0.09412677833645429,0.7979999999999999,0.24933999999999998
82,Oscine101525720,10,938,16542,1191,1191,0.8652599999999999,0.04138311733062167,0.95034,0.7961799999999999
83,Palimpsest106407514,2,153,5042,210,210,0.8113999999999999,0.09148558356375062,0.9362,0.7301
84,Principal110474645,6,559,14197,564,564,0.53404,0.10339606568917407,0.68314,0.46962000000000004
85,Franchise108060193,2,180,4558,183,183,0.22256,0.11165651973798933,0.5115000000000001,0.14762000000000003
86,Archivist109806944,7,668,17941,689,689,0.58712,0.03493189946166683,0.7796399999999999,0.47162000000000004
87,DirectAction101168369,14,1381,40112,1515,1515,0.5461600000000001,0.09501211712197553,0.7125199999999998,0.44833999999999996
88,Moss111537506,2,149,2330,189,189,0.5684400000000001,0.044595138748522806,0.7201799999999999,0.48316
89,Indicator114917208,3,250,5792,318,318,0.6099,0.12298159211849553,0.8088000000000001,0.50644
90,Moor109358751,5,431,11148,490,490,0.7329600000000001,0.1313412440933921,0.8768800000000001,0.65496
91,ArmoredDinosaur101701551,4,302,7641,482,482,0.82868,0.03260671096568926,0.8814399999999999,0.7848599999999999
92,Ethicist110065066,25,2402,73360,2631,2631,0.7256600000000001,0.09192822417516829,0.893,0.62126
93,Pet101318894,5,450,10962,482,482,0.26526,0.0851228429976349,0.7221,0.16448000000000002
94,Dictator110012244,14,1361,42175,1459,1459,0.6302800000000001,0.1874892146231351,0.86582,0.53006
95,Sweater104370048,6,510,12919,626,626,0.60312,0.08495479739249573,0.8248,0.48358000000000007
96,Woodpecker101838598,7,656,9794,820,820,0.9138399999999999,0.030549409159589327,0.9582599999999999,0.87382
97,Grammar106174404,11,1088,33227,1112,1112,0.8680199999999999,0.14055920318499246,0.91462,0.85466
98,Production100913705,7,621,17265,739,739,0.39262,0.13210585755370574,0.8167599999999998,0.2655
99,Algebra106012726,13,1275,30459,1678,1678,0.69184,0.049568562617852856,0.7843199999999999,0.6199999999999999
100,Myth106372680,18,1730,50778,1850,1850,0.5449400000000001,0.24875505703402295,0.76518,0.45788
101,ChamberOfCommerce108319061,4,311,8554,326,326,0.69858,0.09675051214334736,0.83064,0.6122599999999999
102,NationalFlag106882009,15,1494,35613,1895,1895,0.8153,0.03593789086743961,0.8725799999999999,0.76714
103,Keeper110229498,8,766,19588,818,818,0.3368,0.08968995484445288,0.7551,0.21864
104,WoodRat102338901,3,267,4699,293,293,0.78894,0.06484731605856943,0.85196,0.7359600000000001
105,OrganicProcess113526110,14,1343,29850,1518,1518,0.5963,0.05610119428318794,0.86554,0.45854
106,Polysaccharide114994004,5,402,10611,497,497,0.6184,0.08861695097440443,0.85498,0.49084000000000005
107,Spokesperson110638385,13,1222,36185,1266,1266,0.534,0.21806776011139292,0.9417200000000001,0.40792
108,CollectiveFarm108056747,5,477,7106,570,570,0.7311,0.023594406116704845,0.8120800000000001,0.66584
109,Explosive103304730,19,1864,52449,2238,2238,0.61432,0.09055907243341221,0.80372,0.50176
110,Woodworker110790192,29,2815,81767,2960,2960,0.6558200000000001,0.17629168329787995,0.8405000000000001,0.57264
111,CupFinal107467027,7,638,17894,1100,1100,0.84838,0.04810427839600133,0.87004,0.8279400000000001
112,Typhoon111521145,5,463,8776,568,568,0.9099600000000001,0.024556107183346478,0.9497200000000001,0.87456
113,Interpretation107170753,43,4232,125287,5753,5753,0.79762,0.04343129747083316,0.92934,0.69986
114,PhysicalTherapist110427764,2,180,3703,187,187,0.5410799999999999,0.06609585160961313,0.7783599999999999,0.41966000000000003
115,PiciformBird101838038,8,763,11376,968,968,0.92194,0.015523478991514765,0.9629000000000001,0.88498
116,Operetta107027090,7,667,22499,838,838,0.8068199999999999,0.05321636590373303,0.93714,0.71128
117,Curse107125096,7,603,19130,643,643,0.6260399999999999,0.14349034253217183,0.82622,0.52654
118,RockOpera106592281,10,902,27233,970,970,0.6295,0.145669845884452,0.8934199999999999,0.50108
119,Dragonfly102268443,5,413,7538,633,633,0.8375,0.050967048178210184,0.8939999999999999,0.78818
120,ComicOpera107026646,14,1325,48482,2184,2184,0.87726,0.028664444875141068,0.9237200000000001,0.8359400000000001
121,Session107145508,3,288,7125,340,340,0.7653399999999999,0.04531686661718793,0.88598,0.6808799999999999
122,Cipher106254239,7,693,18869,1318,1318,0.80026,0.03424538509054905,0.9065999999999999,0.7191000000000001
123,Epidemiologist110061882,4,391,9145,409,409,0.5938199999999999,0.06396434631886735,0.7918000000000001,0.47988
124,BabyDoctor109828760,8,754,21343,777,777,0.54542,0.0356015392925643,0.77086,0.42306
125,LogicalFallacy105894143,6,546,13783,653,653,0.60564,0.07312962737495655,0.8791800000000001,0.46604
126,Minority107966570,15,1488,42074,1588,1588,0.51292,0.04150129636529442,0.78948,0.38127999999999995
127,SportUtility104285965,16,1547,33380,2211,2211,0.7781999999999999,0.02755822926096669,0.8753599999999999,0.7014199999999999
128,Stimulant104320126,5,425,10335,580,580,0.77282,0.050257393485934,0.8473200000000001,0.7175800000000001
129,Performance100550771,2,200,5411,257,257,0.57568,0.11969373250091249,0.8699999999999999,0.44196
130,Paramilitary108207209,48,4769,147796,5323,5323,0.6671799999999999,0.02958258947421607,0.8562799999999999,0.54694
131,Orphan110384392,17,1621,50112,1798,1798,0.5415,0.059097140370748896,0.8569000000000001,0.39878
132,Bomber102867715,30,2938,79335,3632,3632,0.85922,0.010875734457957318,0.9040199999999998,0.81878
133,ComputerSystem103085915,15,1415,37793,1508,1508,0.4662,0.14089012740430037,0.67726,0.36613999999999997
134,ChamberOrchestra108248411,6,526,18051,634,634,0.73262,0.09390921999463099,0.8823000000000001,0.6317
135,Veterinarian110749715,7,617,14771,633,633,0.54412,0.046292435667179985,0.7762399999999999,0.41928
136,Ethologist110065911,14,1310,38595,1403,1403,0.76594,0.07026682289672703,0.93076,0.65712
137,Hurdle103549589,2,126,2574,159,159,0.8442399999999999,0.05519944202616546,0.9023,0.7937000000000001
138,Target107262108,5,436,10227,471,471,0.68672,0.1369143440257448,0.9180999999999999,0.56354
139,Machinery103701640,5,403,7603,454,454,0.5804,0.12060641773968747,0.76116,0.47498000000000007
140,AcademicDegree106697331,155,15426,418622,22568,22568,0.8808199999999999,0.035821859248230004,0.9049200000000001,0.8591799999999999
141,Workstation104603399,4,331,8240,381,381,0.57064,0.14795969180827595,0.80578,0.45278
142,Developer110010062,6,524,15116,584,584,0.6174000000000001,0.09756103730485852,0.8716200000000001,0.48823999999999995
143,Yeshiva108278032,6,526,14773,636,636,0.6199600000000001,0.08717432190731395,0.77752,0.5177
144,Burg108671168,13,1275,29805,1384,1384,0.68896,0.03394375347541872,0.8507999999999999,0.58044
145,CoccidInsect102248368,2,161,3411,248,248,0.7531800000000001,0.057220499823052946,0.79968,0.71384
146,Dock103217191,4,373,9604,460,460,0.79988,0.06174714244400302,0.86098,0.7503
147,Postmaster110459575,15,1476,40587,1507,1507,0.73806,0.16287165008066934,0.87996,0.66562
148,Nunnery103835853,3,243,6370,259,259,0.69614,0.10596940313128125,0.79322,0.62654
149,SexualAssault100774107,8,740,22562,773,773,0.59344,0.10820235856948775,0.83294,0.46534000000000003
150,Version107173585,43,4232,125287,5753,5753,0.79762,0.04343129747083316,0.92934,0.69986
151,Identity104618070,4,379,11055,425,425,0.54948,0.12189926004697484,0.8251799999999999,0.42134
152,Biplane102842573,18,1776,37193,2075,2075,0.8134399999999999,0.020966125059247373,0.88468,0.75352
153,Gecko101674990,4,320,7641,611,611,0.7728200000000001,0.08536962926005948,0.8388,0.7183599999999999
154,Extension115272382,4,331,8914,368,368,0.40122,0.0782206980280795,0.7077800000000001,0.29196
155,Seismologist110576513,3,213,5596,227,227,0.70196,0.08176267118924135,0.87652,0.5969399999999999
156,Pteridologist110490330,21,2027,40677,2149,2149,0.77124,0.12296837967542713,0.9345800000000001,0.6748799999999999
157,Confusion105683582,28,2766,83420,3166,3166,0.58632,0.09054526823639103,0.81192,0.4678800000000001
158,Battlefield108506641,10,957,25816,988,988,0.7432999999999998,0.2295259462457349,0.9426599999999998,0.66218
159,System105902872,45,4478,130802,5493,5493,0.63628,0.1405655633503455,0.8125,0.5370000000000001
160,Solution114589223,7,693,18013,756,756,0.41590000000000005,0.14167073092209273,0.7998000000000001,0.29072
161,Jewel103596787,5,440,13740,469,469,0.64792,0.24412226772664555,0.8229,0.5737
162,Practice105667196,17,1678,49164,1701,1701,0.11699999999999999,0.09454770224600913,0.66772,0.06858
163,HotSpot108586330,46,4547,141664,4782,4782,0.83728,0.06921937301074028,0.9151199999999999,0.7792600000000001
164,CopperMine103104147,5,497,12334,524,524,0.59196,0.07685546434704561,0.8121,0.46958
165,OrthopterousInsect102226183,2,190,4175,260,260,0.6097999999999999,0.14060978628815282,0.7274400000000001,0.53384
166,Analyst109791530,5,428,12071,536,536,0.7588000000000001,0.06990799668135256,0.90312,0.6592800000000001
167,AquaticMammal102062017,26,2574,59370,4283,4283,0.87196,0.02132375201506525,0.91342,0.8341799999999999
168,Antioxidant114724645,6,586,15378,692,692,0.57536,0.1755604807466646,0.80026,0.47976
169,Suffragan110672540,3,268,7703,323,323,0.82114,0.03162483833950775,0.85754,0.7939200000000001
170,TravelAgency108355692,2,170,4171,194,194,0.40846,0.06624024758407837,0.75846,0.28293999999999997
171,Cabalist109885534,15,1500,46750,1662,1662,0.7933600000000001,0.13288058699448918,0.9071200000000001,0.7171999999999998
172,BloodDyscrasia114053850,11,1001,24058,1212,1212,0.72102,0.10669233149575463,0.82324,0.64684
173,Sabotage101244895,3,274,6681,305,305,0.67458,0.0836124727537704,0.79326,0.5885
174,Vaccine104517535,4,341,8277,431,431,0.6140399999999999,0.1350426391922196,0.7708,0.52134
175,Shark101482330,3,256,5992,290,290,0.5204,0.03577675222822776,0.83414,0.3797
176,Tiger110710632,5,481,11783,511,511,0.31978,0.057914744236679486,0.73144,0.20892000000000005
177,FloorCover103366823,2,195,4840,248,248,0.6309,0.08038892958610658,0.84666,0.5126799999999999
178,Astrophysicist109819291,7,625,15892,645,645,0.48225999999999997,0.25560249294558923,0.7858799999999999,0.37524
179,Rancher110506417,19,1867,51800,1898,1898,0.68186,0.27230549461955406,0.89458,0.6177
180,Transmission100121366,11,1024,28287,1199,1199,0.6039,0.07945735963395716,0.74554,0.51448
181,MiddleAge115153472,69,6883,207328,7547,7547,0.6341000000000001,0.09460860425986636,0.8429,0.51522
182,Extent105123416,4,330,9172,408,408,0.4259799999999999,0.17455058178075486,0.65876,0.33130000000000004
183,Exhibition108407619,18,1727,51912,1944,1944,0.69352,0.09005432582613675,0.83484,0.60274
184,Hut103550153,3,269,6537,437,437,0.76144,0.06796936368688472,0.88002,0.6773999999999999
185,Rug104118021,2,195,4840,248,248,0.6309,0.08038892958610658,0.84666,0.5126799999999999
186,JobAction101242164,7,604,17371,612,612,0.6059599999999999,0.10727716625638467,0.7637,0.5086799999999999
187,SupportingStructure104361095,29,2821,74638,3078,3078,0.6760200000000001,0.22360286581347746,0.79248,0.60978
188,Indicator107262579,5,436,10227,471,471,0.68672,0.1369143440257448,0.9180999999999999,0.56354
189,ChemicalProperty105009758,24,2390,63866,2747,2747,0.65784,0.09752397858988321,0.8350199999999999,0.54952
190,Eye105311054,28,2741,72470,3159,3159,0.58266,0.08073716863997649,0.76098,0.47476
191,Clique108240633,34,3392,103842,3815,3815,0.6721,0.07370134327134073,0.85196,0.55696
192,PersonalDigitalAssistant103918737,7,625,16388,772,772,0.6500999999999999,0.1653834937350158,0.8436999999999999,0.54832
193,ElectricMotor103273061,10,901,24974,1009,1009,0.60984,0.08229650296337021,0.80088,0.49775999999999987
194,Honor114436875,75,7495,242989,13256,13256,0.8535999999999999,0.027275116865010853,0.9092399999999999,0.8051999999999999
195,Doge110023264,4,377,7604,427,427,0.8540800000000001,0.049542644257245715,0.89764,0.81512
196,EquestrianSport100450700,13,1207,28444,1422,1422,0.6726599999999999,0.08722239620647898,0.8481799999999999,0.56224
197,Request107185325,9,830,25079,891,891,0.5989599999999999,0.10406841211433945,0.76578,0.5012800000000001
198,ReligiousSchool108284054,4,317,7513,350,350,0.7057,0.12424363162754058,0.89312,0.5956
199,Guitar103467517,42,4134,90318,5179,5179,0.77046,0.12231339419703796,0.87288,0.70024
200,RailroadTunnel104048441,3,244,6968,262,262,0.65886,0.06861086211380821,0.7878000000000001,0.5685200000000001
201,Crab101976957,4,382,7546,473,473,0.6386799999999999,0.07869275443139606,0.77594,0.54654
202,Color104956594,30,2999,82253,3945,3945,0.69458,0.022695321103698894,0.81502,0.6056600000000001
203,BlackHole109223177,4,360,9545,402,402,0.5031399999999999,0.12275760831818124,0.7698,0.38516
204,Picture103931044,22,2159,67158,2233,2233,0.52588,0.0969138050021771,0.9244600000000001,0.37268
205,Cabinetmaker109885866,3,266,6807,317,317,0.69638,0.042566108584177614,0.8816200000000001,0.5841999999999999
206,Ligament105295381,7,641,16865,791,791,0.82394,0.111000731529121,0.9253199999999999,0.7564399999999999
207,Balcony102777734,9,887,25951,915,915,0.5699799999999999,0.1214501939068028,0.8457000000000001,0.44042000000000003
208,Internee110212074,6,516,12091,598,598,0.7630199999999999,0.06700001194029746,0.9031399999999999,0.6671400000000001
209,Pie107625493,5,450,9764,491,491,0.45630000000000004,0.07368011943529952,0.77598,0.32463999999999993
210,User110741590,76,7538,214183,7975,7975,0.6603399999999999,0.09155749232039945,0.91584,0.52532
211,Visionary110756641,32,3195,99996,3532,3532,0.5657400000000001,0.20933941434904227,0.8631,0.44833999999999996
212,Cosmologist109819667,24,2394,71550,2646,2646,0.8333999999999999,0.07090548638857222,0.9285,0.7629400000000001
213,Ingredient103570709,12,1159,34049,1250,1250,0.39425999999999994,0.09738473391656415,0.8167200000000001,0.26539999999999997
214,Drive104835724,6,529,15919,658,658,0.73956,0.03894316884897784,0.8950400000000001,0.6336600000000001
215,Sedative104166553,6,594,11527,784,784,0.7112999999999999,0.045424530817609984,0.86006,0.6108800000000001
216,Tube104494204,9,822,21685,954,954,0.47000000000000003,0.061933964833522495,0.74596,0.34521999999999997
217,MalignantTumor114239425,5,433,10513,499,499,0.56558,0.18588785221202594,0.7789399999999999,0.46176000000000006
218,Blockage102853449,5,421,11022,447,447,0.54832,0.1105528543276925,0.8913399999999999,0.40428
219,Semanticist110577820,9,851,25206,985,985,0.75548,0.10902253711962495,0.94374,0.6429
220,PlantFamily111744583,8,762,16582,882,882,0.75656,0.08810551855587707,0.94278,0.64126
221,Drive103242713,7,617,18496,793,793,0.8111,0.04034040158451574,0.90886,0.7338
222,Squirrel102355227,6,596,14932,925,925,0.8977,0.019935997592295206,0.92402,0.8737200000000002
223,Peerage108388636,20,1967,62542,2452,2452,0.8300000000000001,0.06798023242090304,0.89168,0.78088
224,Distributor110018861,18,1748,48103,1806,1806,0.24064000000000005,0.07519842019617166,0.66424,0.15238000000000002
225,Rig104091097,9,865,24114,1093,1093,0.59624,0.09819331138117303,0.7971,0.4859399999999999
226,Spot104286128,42,4138,97426,4593,4593,0.8374400000000002,0.13016508902159596,0.92164,0.78506
227,Salamander101629276,3,257,5808,356,356,0.75936,0.04643363436131183,0.8379999999999999,0.69968
228,Orator110380672,43,4212,138288,4633,4633,0.7168,0.08949160854515914,0.9071999999999999,0.6010199999999999
229,Parachutist110397482,9,821,26157,840,840,0.74168,0.2590826308342572,0.9657,0.67104
230,Sea109426788,98,9757,303021,12048,12048,0.93904,0.005468674428049249,0.95428,0.92448
231,Atmosphere114524849,12,1108,27695,1398,1398,0.66984,0.04285746609401916,0.8175399999999999,0.57176
232,Visitor110757193,39,3882,115819,5368,5368,0.92964,0.03970897127854108,0.97416,0.8908200000000001
233,Convict109962966,3,276,8558,304,304,0.71192,0.0738201977781149,0.8088200000000001,0.6475199999999999
234,Accordionist109761310,20,1988,52444,2087,2087,0.4842000000000001,0.11834520691603864,0.9063800000000001,0.33824
235,Lama110243664,13,1242,34447,1752,1752,0.7516999999999999,0.03767126225652653,0.8131600000000001,0.7026800000000001
236,Program105899087,13,1245,35849,1442,1442,0.66768,0.1584172894604626,0.83802,0.5806600000000001
237,Spring115237044,2,167,4125,184,184,0.36176,0.07042694370764646,0.5742800000000001,0.2665
238,Autobiography106516087,5,426,12099,429,429,0.39084,0.14373351175004387,0.68862,0.2890400000000001
239,DerivedFunction106014730,3,248,5833,267,267,0.53108,0.13113813175426892,0.75208,0.4184
240,TreasureTrove113371355,2,189,4756,198,198,0.5727,0.10858754993091978,0.81882,0.44424
241,Cleric109928136,18,1702,46070,1900,1900,0.67072,0.10754655550039713,0.8025800000000001,0.5814600000000001
242,Effect105917477,17,1689,49666,1855,1855,0.55998,0.13884106597113116,0.76144,0.45565999999999995
243,Transducer104470953,9,868,22833,970,970,0.42544000000000004,0.11700679638379988,0.72966,0.31057999999999997
244,SocialAnthropologist110618465,9,804,23836,894,894,0.73274,0.06543749995224453,0.9112199999999999,0.61778
245,Concoction107882497,6,565,11496,655,655,0.48026,0.0743950159620925,0.7603800000000001,0.35700000000000004
246,Knife103623556,5,401,10474,444,444,0.38068,0.07708806392691414,0.7495200000000001,0.26046
247,Wing102151625,11,1085,24294,1175,1175,0.76264,0.030148538936406205,0.8629200000000001,0.68398
248,Compositor109949946,15,1441,41375,1622,1622,0.78496,0.07860897149816932,0.9121,0.69662
249,Pastry107622708,5,450,9764,491,491,0.45630000000000004,0.07368011943529952,0.77598,0.32463999999999993
250,Shore109433442,26,2511,76889,2682,2682,0.7149800000000001,0.10149150506323176,0.8899999999999999,0.60784
251,Mare102377480,7,677,17396,830,830,0.7611600000000001,0.04483046285730274,0.91448,0.6534
252,Poison115032376,6,556,14094,603,603,0.42666000000000004,0.114553456517034,0.7704599999999999,0.30489999999999995
253,Microscope103760671,6,589,14851,698,698,0.6645800000000001,0.06473547404630631,0.77294,0.58494
254,Model103777283,3,284,7565,302,302,0.26372,0.07534375621111546,0.7658400000000001,0.16118000000000002
255,Supercomputer104358117,9,839,21326,1050,1050,0.6026,0.14570346598485567,0.8445599999999999,0.4821
256,Aldehyde114584765,4,333,6968,385,385,0.67438,0.10297843269345286,0.8308199999999999,0.57654
257,Bumblebee102209624,1,98,2524,158,158,0.7112399999999999,0.07628416873768765,0.8827,0.6029800000000001
258,WaterSport100441824,25,2457,57405,2684,2684,0.68916,0.2572720552255919,0.87056,0.63116
259,Imidazole114916670,3,246,5171,274,274,0.57588,0.09269514334634799,0.8735199999999999,0.44201999999999997
260,Blacksmith109859152,3,295,7565,298,298,0.21186,0.06381440589710131,0.64052,0.12752
261,Manual106421685,6,513,14957,576,576,0.53142,0.06780968662366757,0.76844,0.41218000000000005
262,RotaryEngine104110654,7,636,16329,666,666,0.65042,0.20646269784152294,0.7955599999999999,0.58624
