query_id	entity_id	entity_type	genre	web_search?	wiki_text?	unknown?
EDL14_ENG_1673	NIL0477	ORG	DF	N	N	N
EDL14_ENG_1674	E0201977	PER	DF	N	N	N
EDL14_ENG_1675	E0644745	PER	NW	N	N	N
EDL14_ENG_1676	E0271561	PER	NW	Y	Y	N
EDL14_ENG_1677	E0589646	GPE	NW	N	N	N
EDL14_ENG_1678	NIL0421	PER	WB	Y	Y	N
EDL14_ENG_1679	E0743544	ORG	NW	N	Y	N
EDL14_ENG_1680	NIL0478	PER	NW	N	N	N
EDL14_ENG_1681	E0076072	GPE	NW	N	N	N
EDL14_ENG_1682	NIL0126	GPE	NW	Y	Y	N
EDL14_ENG_1683	E0144138	PER	NW	N	Y	N
EDL14_ENG_1684	NIL0004	ORG	NW	N	Y	N
EDL14_ENG_1685	E0145816	GPE	NW	Y	Y	N
EDL14_ENG_1686	E0314883	PER	DF	N	N	N
EDL14_ENG_1687	NIL0479	ORG	NW	N	Y	N
EDL14_ENG_1688	E0284883	PER	DF	N	Y	N
EDL14_ENG_1689	E0620264	GPE	NW	N	Y	N
EDL14_ENG_1690	E0339972	GPE	WB	N	Y	N
EDL14_ENG_1691	E0748307	PER	NW	N	Y	N
EDL14_ENG_1692	E0787371	ORG	NW	N	N	N
EDL14_ENG_1693	NIL0480	PER	NW	N	Y	N
EDL14_ENG_1694	E0500494	PER	DF	N	N	N
EDL14_ENG_1695	E0418540	GPE	WB	N	Y	N
EDL14_ENG_1696	NIL0481	PER	WB	N	N	N
EDL14_ENG_1697	E0036671	ORG	DF	N	N	N
EDL14_ENG_1698	E0448848	PER	DF	N	N	N
EDL14_ENG_1699	E0731517	ORG	DF	N	N	N
EDL14_ENG_1700	E0481877	PER	NW	N	Y	N
EDL14_ENG_1701	E0359947	PER	NW	N	Y	N
EDL14_ENG_1702	E0673722	PER	DF	N	N	N
EDL14_ENG_1703	NIL0482	PER	NW	N	N	N
EDL14_ENG_1704	E0299871	GPE	DF	N	N	N
EDL14_ENG_1705	NIL0483	PER	NW	N	N	N
EDL14_ENG_1706	NIL0484	PER	DF	N	N	Y
EDL14_ENG_1707	NIL0008	PER	NW	N	Y	N
EDL14_ENG_1708	E0083620	PER	NW	N	Y	N
EDL14_ENG_1709	E0313233	ORG	NW	N	Y	N
EDL14_ENG_1710	E0679687	GPE	DF	N	N	N
EDL14_ENG_1711	NIL0485	PER	NW	N	N	N
EDL14_ENG_1712	NIL0372	PER	WB	N	Y	N
EDL14_ENG_1713	E0601466	ORG	WB	N	N	N
EDL14_ENG_1714	E0382751	PER	NW	N	N	N
EDL14_ENG_1715	E0643782	GPE	NW	N	Y	N
EDL14_ENG_1716	NIL0486	PER	NW	N	N	N
EDL14_ENG_1717	NIL0487	PER	WB	N	N	Y
EDL14_ENG_1718	E0794790	GPE	NW	N	N	N
EDL14_ENG_1719	E0614736	ORG	NW	N	N	N
EDL14_ENG_1720	E0240157	GPE	NW	N	Y	N
EDL14_ENG_1721	E0267965	ORG	NW	N	Y	N
EDL14_ENG_1722	NIL0298	PER	NW	Y	Y	N
EDL14_ENG_1723	E0141366	PER	NW	N	N	N
EDL14_ENG_1724	E0141366	PER	NW	N	Y	N
EDL14_ENG_1725	NIL0246	GPE	NW	N	N	N
EDL14_ENG_1726	E0382751	PER	NW	N	N	N
EDL14_ENG_1727	E0005018	GPE	NW	N	N	N
EDL14_ENG_1728	NIL0488	PER	DF	N	N	Y
EDL14_ENG_1729	E0346994	ORG	NW	N	Y	N
EDL14_ENG_1730	E0168820	PER	WB	N	N	N
EDL14_ENG_1731	NIL0489	PER	NW	N	N	N
EDL14_ENG_1732	NIL0490	PER	NW	Y	N	N
EDL14_ENG_1733	E0533056	PER	WB	N	N	N
EDL14_ENG_1734	E0679734	ORG	WB	N	Y	N
EDL14_ENG_1735	NIL0491	ORG	WB	N	Y	N
EDL14_ENG_1736	NIL0492	PER	NW	N	N	N
EDL14_ENG_1737	NIL0419	PER	WB	N	N	N
EDL14_ENG_1738	E0263422	GPE	NW	N	N	N
EDL14_ENG_1739	E0212023	PER	DF	N	Y	N
EDL14_ENG_1740	E0348022	GPE	NW	N	N	N
EDL14_ENG_1741	NIL0194	ORG	NW	N	N	N
EDL14_ENG_1742	E0669532	GPE	NW	N	Y	N
EDL14_ENG_1743	NIL0493	PER	NW	N	N	N
EDL14_ENG_1744	NIL0494	PER	DF	N	N	Y
EDL14_ENG_1745	E0205948	PER	NW	N	N	N
EDL14_ENG_1746	NIL0495	PER	DF	N	N	Y
EDL14_ENG_1747	NIL0496	PER	DF	N	N	Y
EDL14_ENG_1748	NIL0497	ORG	NW	N	Y	N
EDL14_ENG_1749	E0308710	PER	NW	N	N	N
EDL14_ENG_1750	NIL0498	PER	DF	N	N	N
EDL14_ENG_1751	E0463867	PER	NW	N	N	N
EDL14_ENG_1752	NIL0499	PER	NW	Y	Y	N
EDL14_ENG_1753	E0406058	GPE	WB	N	N	N
EDL14_ENG_1754	E0217761	ORG	DF	N	Y	N
EDL14_ENG_1755	E0033786	PER	DF	N	Y	N
EDL14_ENG_1756	E0401466	GPE	WB	N	N	N
EDL14_ENG_1757	E0333199	GPE	WB	N	N	N
EDL14_ENG_1758	NIL0500	ORG	NW	Y	Y	N
EDL14_ENG_1759	E0530900	GPE	WB	N	Y	N
EDL14_ENG_1760	E0491897	PER	WB	N	N	N
EDL14_ENG_1761	E0608291	PER	WB	N	N	N
EDL14_ENG_1762	E0315026	PER	NW	N	N	N
EDL14_ENG_1763	E0680525	PER	DF	N	N	N
EDL14_ENG_1764	NIL0501	PER	WB	N	N	Y
EDL14_ENG_1765	E0146319	GPE	WB	N	N	N
EDL14_ENG_1766	NIL0502	PER	DF	N	N	Y
EDL14_ENG_1767	NIL0503	PER	DF	N	N	Y
EDL14_ENG_1768	NIL0046	PER	DF	N	N	Y
EDL14_ENG_1769	NIL0431	PER	WB	N	N	N
EDL14_ENG_1770	NIL0504	PER	NW	N	Y	N
EDL14_ENG_1771	NIL0321	PER	NW	Y	N	N
EDL14_ENG_1772	E0679687	GPE	DF	N	N	N
EDL14_ENG_1773	NIL0018	ORG	NW	Y	Y	N
EDL14_ENG_1774	NIL0505	PER	DF	N	N	Y
EDL14_ENG_1775	NIL0506	PER	DF	N	N	Y
EDL14_ENG_1776	NIL0507	PER	WB	N	N	Y
EDL14_ENG_1777	NIL0508	PER	WB	N	N	N
EDL14_ENG_1778	NIL0509	PER	WB	N	N	N
EDL14_ENG_1779	NIL0088	PER	DF	N	N	Y
EDL14_ENG_1780	E0484023	PER	WB	N	N	N
EDL14_ENG_1781	NIL0141	ORG	DF	Y	Y	N
EDL14_ENG_1782	E0622718	GPE	NW	Y	Y	N
EDL14_ENG_1783	E0063287	PER	NW	N	Y	N
EDL14_ENG_1784	NIL0195	PER	DF	N	N	Y
EDL14_ENG_1785	NIL0510	ORG	WB	Y	Y	N
EDL14_ENG_1786	NIL0155	PER	NW	N	N	N
EDL14_ENG_1787	NIL0511	PER	DF	N	N	Y
EDL14_ENG_1788	NIL0512	PER	DF	N	N	Y
EDL14_ENG_1789	E0285107	ORG	NW	N	N	N
EDL14_ENG_1790	E0078394	ORG	NW	Y	Y	N
EDL14_ENG_1791	NIL0238	GPE	NW	N	N	N
EDL14_ENG_1792	NIL0513	PER	NW	Y	Y	N
EDL14_ENG_1793	E0178501	GPE	DF	N	Y	N
EDL14_ENG_1794	E0679687	GPE	DF	N	N	N
EDL14_ENG_1795	E0679687	GPE	DF	N	N	N
EDL14_ENG_1796	NIL0312	PER	WB	N	N	Y
EDL14_ENG_1797	E0595006	GPE	DF	N	N	N
EDL14_ENG_1798	NIL0021	PER	WB	N	N	Y
EDL14_ENG_1799	E0312888	PER	NW	N	N	N
EDL14_ENG_1800	E0065192	PER	WB	N	N	N
EDL14_ENG_1801	E0723495	ORG	NW	N	Y	N
EDL14_ENG_1802	E0643253	PER	DF	N	Y	N
EDL14_ENG_1803	NIL0514	ORG	NW	N	N	N
EDL14_ENG_1804	NIL0515	GPE	NW	N	Y	N
EDL14_ENG_1805	E0137777	PER	NW	N	N	N
EDL14_ENG_1806	E0440272	GPE	NW	Y	N	N
EDL14_ENG_1807	NIL0516	PER	NW	Y	N	N
EDL14_ENG_1808	E0692831	PER	DF	N	N	N
EDL14_ENG_1809	NIL0517	PER	WB	Y	Y	N
EDL14_ENG_1810	NIL0518	PER	DF	N	N	Y
EDL14_ENG_1811	E0386944	GPE	WB	N	N	N
EDL14_ENG_1812	E0598443	PER	WB	N	Y	N
EDL14_ENG_1813	E0467057	GPE	DF	N	N	N
EDL14_ENG_1814	E0255557	PER	DF	N	Y	N
EDL14_ENG_1815	E0698625	GPE	WB	N	Y	N
EDL14_ENG_1816	E0287282	ORG	WB	N	Y	N
EDL14_ENG_1817	E0440272	GPE	DF	N	Y	N
EDL14_ENG_1818	E0370549	PER	NW	N	N	N
EDL14_ENG_1819	NIL0519	ORG	NW	Y	Y	N
EDL14_ENG_1820	E0732636	PER	NW	N	Y	N
EDL14_ENG_1821	NIL0520	ORG	WB	Y	N	N
EDL14_ENG_1822	E0354134	GPE	NW	N	N	N
EDL14_ENG_1823	NIL0033	PER	NW	N	Y	N
EDL14_ENG_1824	E0721872	ORG	DF	N	N	N
EDL14_ENG_1825	E0475482	GPE	NW	Y	N	N
EDL14_ENG_1826	NIL0301	PER	NW	Y	Y	N
EDL14_ENG_1827	E0784459	ORG	NW	N	N	N
EDL14_ENG_1828	NIL0136	PER	NW	Y	Y	N
EDL14_ENG_1829	NIL0521	PER	NW	N	Y	N
EDL14_ENG_1830	E0481877	PER	NW	N	Y	N
EDL14_ENG_1831	NIL0122	PER	NW	N	Y	N
EDL14_ENG_1832	E0404325	ORG	WB	N	Y	N
EDL14_ENG_1833	E0014920	PER	WB	N	N	N
EDL14_ENG_1834	E0315026	PER	NW	N	N	N
EDL14_ENG_1835	E0218694	PER	WB	N	N	N
EDL14_ENG_1836	NIL0153	PER	DF	N	N	Y
EDL14_ENG_1837	NIL0522	ORG	NW	Y	Y	N
EDL14_ENG_1838	E0542668	PER	DF	N	Y	N
EDL14_ENG_1839	NIL0523	ORG	WB	N	N	N
EDL14_ENG_1840	NIL0524	PER	DF	N	N	Y
EDL14_ENG_1841	E0739132	GPE	NW	N	Y	N
EDL14_ENG_1842	NIL0035	PER	WB	Y	N	N
EDL14_ENG_1843	E0305657	PER	DF	N	N	N
EDL14_ENG_1844	NIL0525	ORG	DF	N	Y	N
EDL14_ENG_1845	E0104313	PER	NW	N	N	N
EDL14_ENG_1846	E0002379	GPE	NW	N	N	N
EDL14_ENG_1847	NIL0526	PER	DF	N	N	Y
EDL14_ENG_1848	NIL0117	PER	DF	N	N	Y
EDL14_ENG_1849	E0006404	PER	DF	N	Y	N
EDL14_ENG_1850	NIL0490	PER	NW	Y	N	N
EDL14_ENG_1851	E0505048	GPE	WB	N	N	N
EDL14_ENG_1852	E0570810	PER	NW	N	N	N
EDL14_ENG_1853	NIL0046	PER	DF	N	N	Y
EDL14_ENG_1854	NIL0207	PER	DF	N	N	Y
EDL14_ENG_1855	NIL0527	GPE	NW	N	N	N
EDL14_ENG_1856	NIL0528	PER	NW	Y	N	N
EDL14_ENG_1857	NIL0529	PER	WB	N	N	N
EDL14_ENG_1858	E0799505	GPE	NW	N	N	N
EDL14_ENG_1859	NIL0432	ORG	NW	Y	Y	N
EDL14_ENG_1860	E0626576	PER	DF	N	N	N
EDL14_ENG_1861	E0316866	PER	DF	Y	N	N
EDL14_ENG_1862	E0679687	GPE	NW	N	N	N
EDL14_ENG_1863	E0310315	PER	DF	N	Y	N
EDL14_ENG_1864	E0166867	PER	WB	N	Y	N
EDL14_ENG_1865	E0007056	GPE	NW	N	Y	N
EDL14_ENG_1866	E0211468	PER	NW	N	N	N
EDL14_ENG_1867	E0348022	GPE	NW	N	N	N
EDL14_ENG_1868	NIL0530	ORG	DF	Y	Y	N
EDL14_ENG_1869	NIL0430	PER	NW	Y	Y	N
EDL14_ENG_1870	E0761238	PER	WB	N	N	N
EDL14_ENG_1871	E0819824	PER	NW	N	N	N
EDL14_ENG_1872	E0202467	PER	DF	N	N	N
EDL14_ENG_1873	NIL0531	GPE	DF	N	Y	N
EDL14_ENG_1874	E0796836	GPE	WB	N	Y	N
EDL14_ENG_1875	NIL0044	PER	DF	N	N	Y
EDL14_ENG_1876	NIL0532	PER	DF	N	N	Y
EDL14_ENG_1877	NIL0533	ORG	NW	Y	Y	N
EDL14_ENG_1878	NIL0077	ORG	NW	Y	Y	N
EDL14_ENG_1879	E0817917	PER	NW	N	N	N
EDL14_ENG_1880	NIL0534	PER	NW	N	N	N
EDL14_ENG_1881	E0145816	GPE	WB	N	N	N
EDL14_ENG_1882	NIL0324	PER	NW	N	Y	N
EDL14_ENG_1883	E0455080	PER	WB	N	N	N
EDL14_ENG_1884	NIL0535	PER	DF	N	N	Y
EDL14_ENG_1885	E0607903	PER	DF	N	Y	N
EDL14_ENG_1886	E0668453	PER	NW	N	Y	N
EDL14_ENG_1887	NIL0536	ORG	NW	Y	N	N
EDL14_ENG_1888	E0276615	PER	DF	N	N	N
EDL14_ENG_1889	E0530900	GPE	WB	N	N	N
EDL14_ENG_1890	NIL0313	PER	WB	N	N	Y
EDL14_ENG_1891	NIL0537	PER	DF	N	N	Y
EDL14_ENG_1892	E0571856	GPE	DF	N	N	N
EDL14_ENG_1893	E0241309	ORG	NW	N	N	N
EDL14_ENG_1894	E0754079	PER	NW	Y	N	N
EDL14_ENG_1895	NIL0497	ORG	NW	N	Y	N
EDL14_ENG_1896	E0465609	ORG	NW	N	N	N
EDL14_ENG_1897	E0794790	GPE	NW	N	N	N
EDL14_ENG_1898	NIL0538	PER	WB	N	N	N
EDL14_ENG_1899	E0607903	PER	DF	N	Y	N
EDL14_ENG_1900	NIL0539	ORG	DF	N	Y	Y
EDL14_ENG_1901	E0308752	ORG	NW	N	N	N
EDL14_ENG_1902	E0105368	PER	NW	N	N	N
EDL14_ENG_1903	NIL0540	ORG	NW	Y	Y	N
EDL14_ENG_1904	E0028018	ORG	DF	Y	Y	N
EDL14_ENG_1905	E0775129	GPE	NW	N	N	N
EDL14_ENG_1906	E0397283	GPE	DF	N	N	N
EDL14_ENG_1907	E0407229	GPE	WB	N	Y	N
EDL14_ENG_1908	E0029668	ORG	NW	Y	Y	N
EDL14_ENG_1909	E0595006	GPE	NW	N	N	N
EDL14_ENG_1910	NIL0541	PER	DF	N	N	Y
EDL14_ENG_1911	NIL0542	PER	DF	N	N	Y
EDL14_ENG_1912	NIL0543	ORG	DF	Y	Y	N
EDL14_ENG_1913	E0145816	GPE	NW	N	N	N
EDL14_ENG_1914	NIL0544	ORG	NW	Y	Y	N
EDL14_ENG_1915	E0063209	ORG	DF	N	Y	N
EDL14_ENG_1916	E0693832	GPE	WB	N	N	N
EDL14_ENG_1917	E0789145	ORG	NW	N	N	N
EDL14_ENG_1918	NIL0020	PER	WB	N	N	Y
EDL14_ENG_1919	E0679687	GPE	DF	N	N	N
EDL14_ENG_1920	E0438229	GPE	NW	N	Y	N
EDL14_ENG_1921	NIL0545	PER	DF	N	N	Y
EDL14_ENG_1922	E0513100	PER	NW	N	N	N
EDL14_ENG_1923	NIL0021	PER	WB	N	N	Y
EDL14_ENG_1924	E0267965	ORG	NW	Y	Y	N
EDL14_ENG_1925	E0082922	PER	WB	N	Y	N
EDL14_ENG_1926	NIL0323	PER	DF	N	N	Y
EDL14_ENG_1927	NIL0360	PER	DF	Y	Y	N
EDL14_ENG_1928	E0570810	PER	NW	N	Y	N
EDL14_ENG_1929	NIL0466	PER	DF	N	Y	N
EDL14_ENG_1930	NIL0301	PER	NW	Y	Y	N
EDL14_ENG_1931	NIL0200	PER	DF	N	N	Y
EDL14_ENG_1932	NIL0004	ORG	NW	Y	N	N
EDL14_ENG_1933	NIL0546	PER	NW	N	Y	N
EDL14_ENG_1934	NIL0081	GPE	DF	N	Y	N
EDL14_ENG_1935	E0228303	GPE	NW	N	N	N
EDL14_ENG_1936	E0314883	PER	DF	N	N	N
EDL14_ENG_1937	E0202467	PER	DF	N	N	N
EDL14_ENG_1938	E0000985	PER	DF	N	Y	N
EDL14_ENG_1939	E0082922	PER	WB	N	Y	N
EDL14_ENG_1940	E0370549	PER	NW	N	Y	N
EDL14_ENG_1941	E0352938	PER	WB	N	N	N
EDL14_ENG_1942	NIL0547	PER	DF	N	N	Y
EDL14_ENG_1943	NIL0046	PER	DF	N	N	Y
EDL14_ENG_1944	E0817917	PER	NW	N	N	N
EDL14_ENG_1945	NIL0548	PER	DF	N	N	Y
EDL14_ENG_1946	E0257593	GPE	NW	N	N	N
EDL14_ENG_1947	NIL0549	PER	WB	N	N	Y
EDL14_ENG_1948	NIL0550	PER	DF	N	N	Y
EDL14_ENG_1949	E0251878	ORG	DF	N	Y	N
EDL14_ENG_1950	E0654418	GPE	NW	N	N	N
EDL14_ENG_1951	E0522493	PER	DF	Y	Y	N
EDL14_ENG_1952	E0278117	PER	NW	N	Y	N
EDL14_ENG_1953	NIL0178	GPE	NW	N	Y	N
EDL14_ENG_1954	E0679687	GPE	DF	N	N	N
EDL14_ENG_1955	NIL0042	PER	NW	N	N	N
EDL14_ENG_1956	NIL0415	ORG	NW	N	N	N
EDL14_ENG_1957	NIL0088	PER	DF	N	N	Y
EDL14_ENG_1958	E0349508	GPE	DF	N	N	N
EDL14_ENG_1959	NIL0551	PER	DF	N	N	Y
EDL14_ENG_1960	E0173529	ORG	DF	N	N	N
EDL14_ENG_1961	NIL0552	PER	DF	N	N	Y
EDL14_ENG_1962	E0237327	ORG	NW	Y	N	N
EDL14_ENG_1963	E0379511	GPE	NW	N	N	N
EDL14_ENG_1964	NIL0553	GPE	WB	N	N	N
EDL14_ENG_1965	E0708991	ORG	NW	N	N	N
EDL14_ENG_1966	E0679687	GPE	NW	N	N	N
EDL14_ENG_1967	NIL0554	PER	WB	N	N	Y
EDL14_ENG_1968	E0670955	GPE	WB	N	Y	N
EDL14_ENG_1969	E0243844	GPE	NW	N	N	N
EDL14_ENG_1970	NIL0227	ORG	NW	Y	Y	N
EDL14_ENG_1971	E0680821	GPE	DF	N	Y	N
EDL14_ENG_1972	E0265466	PER	DF	N	N	N
EDL14_ENG_1973	NIL0332	PER	NW	Y	Y	N
EDL14_ENG_1974	E0550909	GPE	NW	N	N	N
EDL14_ENG_1975	NIL0358	PER	DF	N	N	Y
EDL14_ENG_1976	NIL0555	PER	WB	N	N	N
EDL14_ENG_1977	E0625376	GPE	NW	N	Y	N
EDL14_ENG_1978	E0442712	PER	DF	Y	Y	N
EDL14_ENG_1979	E0679687	GPE	WB	N	Y	N
EDL14_ENG_1980	E0557250	PER	DF	N	N	N
EDL14_ENG_1981	E0136809	GPE	WB	N	Y	N
EDL14_ENG_1982	E0397283	GPE	WB	N	N	N
EDL14_ENG_1983	NIL0556	ORG	DF	Y	Y	N
EDL14_ENG_1984	NIL0557	PER	DF	N	N	Y
EDL14_ENG_1985	E0718219	ORG	NW	N	N	N
EDL14_ENG_1986	E0161565	GPE	NW	N	N	N
EDL14_ENG_1987	NIL0184	PER	DF	N	N	Y
EDL14_ENG_1988	E0395396	ORG	DF	N	N	N
EDL14_ENG_1989	E0595006	GPE	DF	N	N	N
EDL14_ENG_1990	NIL0558	PER	WB	N	Y	N
EDL14_ENG_1991	E0407229	GPE	WB	N	Y	N
EDL14_ENG_1992	E0270937	GPE	WB	N	N	N
EDL14_ENG_1993	NIL0559	PER	WB	N	N	Y
EDL14_ENG_1994	NIL0416	ORG	NW	Y	N	N
EDL14_ENG_1995	NIL0560	PER	DF	N	N	Y
EDL14_ENG_1996	NIL0033	PER	NW	N	Y	N
EDL14_ENG_1997	NIL0561	ORG	NW	Y	Y	N
EDL14_ENG_1998	E0214009	PER	WB	N	N	N
EDL14_ENG_1999	NIL0562	PER	WB	Y	Y	N
EDL14_ENG_2000	NIL0563	PER	NW	Y	Y	N
EDL14_ENG_2001	NIL0564	ORG	NW	Y	N	N
EDL14_ENG_2002	E0188990	GPE	WB	N	N	N
EDL14_ENG_2003	E0212023	PER	DF	N	Y	N
EDL14_ENG_2004	E0625376	GPE	WB	N	N	N
EDL14_ENG_2005	NIL0565	PER	DF	N	N	Y
EDL14_ENG_2006	NIL0153	PER	DF	N	N	Y
EDL14_ENG_2007	E0303030	ORG	NW	N	N	N
EDL14_ENG_2008	NIL0566	PER	WB	N	N	N
EDL14_ENG_2009	NIL0220	ORG	NW	N	Y	N
EDL14_ENG_2010	E0466642	GPE	WB	N	N	N
EDL14_ENG_2011	NIL0538	PER	WB	N	Y	N
EDL14_ENG_2012	NIL0567	ORG	NW	Y	Y	N
EDL14_ENG_2013	E0227456	ORG	NW	Y	Y	N
EDL14_ENG_2014	E0411501	PER	DF	N	Y	N
EDL14_ENG_2015	E0397283	GPE	DF	N	N	N
EDL14_ENG_2016	NIL0240	PER	DF	N	N	Y
EDL14_ENG_2017	E0329551	ORG	NW	N	Y	N
EDL14_ENG_2018	NIL0568	PER	DF	N	N	Y
EDL14_ENG_2019	E0513100	PER	NW	N	Y	N
EDL14_ENG_2020	E0382751	PER	NW	N	N	N
EDL14_ENG_2021	NIL0354	ORG	NW	N	Y	N
EDL14_ENG_2022	E0743544	ORG	NW	N	Y	N
EDL14_ENG_2023	E0076367	ORG	DF	N	N	N
EDL14_ENG_2024	E0791251	PER	NW	N	Y	N
EDL14_ENG_2025	NIL0515	GPE	NW	N	Y	N
EDL14_ENG_2026	NIL0569	ORG	WB	N	Y	N
EDL14_ENG_2027	E0348701	PER	DF	N	Y	N
EDL14_ENG_2028	NIL0570	PER	WB	Y	Y	N
EDL14_ENG_2029	E0175585	GPE	NW	N	Y	N
EDL14_ENG_2030	E0693832	GPE	NW	N	N	N
EDL14_ENG_2031	NIL0571	ORG	DF	Y	Y	N
EDL14_ENG_2032	NIL0438	PER	DF	N	N	N
EDL14_ENG_2033	E0255557	PER	DF	N	Y	N
EDL14_ENG_2034	E0127848	ORG	NW	N	N	N
EDL14_ENG_2035	E0801041	GPE	WB	N	N	N
EDL14_ENG_2036	E0777095	ORG	NW	N	N	N
EDL14_ENG_2037	NIL0066	PER	DF	N	N	Y
EDL14_ENG_2038	E0725792	PER	WB	N	Y	N
EDL14_ENG_2039	NIL0197	PER	NW	N	Y	N
EDL14_ENG_2040	E0284958	ORG	DF	N	N	N
EDL14_ENG_2041	NIL0284	PER	NW	Y	N	N
EDL14_ENG_2042	NIL0407	PER	WB	N	N	N
EDL14_ENG_2043	E0438229	GPE	NW	N	N	N
EDL14_ENG_2044	E0262171	ORG	NW	Y	Y	N
EDL14_ENG_2045	E0078394	ORG	NW	N	Y	N
EDL14_ENG_2046	NIL0468	ORG	DF	N	N	N
EDL14_ENG_2047	E0349508	GPE	NW	N	N	N
EDL14_ENG_2048	NIL0004	ORG	NW	Y	Y	N
EDL14_ENG_2049	E0202467	PER	DF	N	N	N
EDL14_ENG_2050	E0005168	PER	DF	Y	Y	N
EDL14_ENG_2051	NIL0375	PER	DF	N	N	Y
EDL14_ENG_2052	NIL0023	PER	DF	N	N	Y
EDL14_ENG_2053	NIL0572	PER	NW	Y	Y	N
EDL14_ENG_2054	NIL0573	ORG	DF	Y	Y	N
EDL14_ENG_2055	NIL0574	PER	DF	Y	Y	N
EDL14_ENG_2056	E0609361	GPE	NW	N	N	N
EDL14_ENG_2057	E0044928	ORG	NW	N	N	N
EDL14_ENG_2058	E0212023	PER	DF	N	Y	N
EDL14_ENG_2059	E0770805	PER	NW	N	N	N
EDL14_ENG_2060	NIL0347	PER	DF	N	N	Y
EDL14_ENG_2061	E0175585	GPE	NW	N	N	N
EDL14_ENG_2062	NIL0575	PER	DF	N	N	Y
EDL14_ENG_2063	E0715700	PER	NW	N	N	N
EDL14_ENG_2064	NIL0170	GPE	NW	Y	Y	N
EDL14_ENG_2065	NIL0576	PER	WB	N	N	Y
EDL14_ENG_2066	NIL0577	PER	WB	Y	N	N
EDL14_ENG_2067	E0173174	PER	DF	N	Y	N
EDL14_ENG_2068	E0769835	ORG	DF	N	N	N
EDL14_ENG_2069	NIL0422	PER	DF	N	N	Y
EDL14_ENG_2070	E0264831	PER	NW	Y	Y	N
EDL14_ENG_2071	E0718219	ORG	WB	N	Y	N
EDL14_ENG_2072	E0806116	ORG	NW	Y	N	N
EDL14_ENG_2073	E0168820	PER	WB	N	N	N
EDL14_ENG_2074	NIL0088	PER	DF	N	N	Y
EDL14_ENG_2075	E0557250	PER	DF	N	N	N
EDL14_ENG_2076	NIL0477	ORG	DF	N	N	N
EDL14_ENG_2077	NIL0388	PER	DF	N	N	Y
EDL14_ENG_2078	E0463867	PER	NW	N	N	N
EDL14_ENG_2079	E0141366	PER	NW	N	N	N
EDL14_ENG_2080	E0127848	ORG	NW	N	N	N
EDL14_ENG_2081	NIL0172	ORG	NW	Y	Y	N
EDL14_ENG_2082	E0315026	PER	NW	N	N	N
EDL14_ENG_2083	E0255557	PER	DF	N	Y	N
EDL14_ENG_2084	NIL0578	PER	DF	N	N	Y
EDL14_ENG_2085	NIL0251	PER	NW	N	N	N
EDL14_ENG_2086	NIL0579	PER	WB	N	N	Y
EDL14_ENG_2087	NIL0108	PER	WB	Y	Y	N
EDL14_ENG_2088	E0484023	PER	WB	N	N	N
EDL14_ENG_2089	E0076072	GPE	WB	N	N	N
EDL14_ENG_2090	E0226785	PER	NW	N	N	N
EDL14_ENG_2091	NIL0580	PER	DF	N	N	Y
EDL14_ENG_2092	NIL0233	PER	DF	N	N	Y
EDL14_ENG_2093	E0088908	GPE	NW	N	N	N
EDL14_ENG_2094	NIL0581	GPE	WB	N	Y	N
EDL14_ENG_2095	E0754079	PER	NW	N	N	N
EDL14_ENG_2096	NIL0204	PER	NW	Y	N	N
EDL14_ENG_2097	E0754079	PER	NW	N	N	N
EDL14_ENG_2098	NIL0582	PER	WB	N	N	Y
EDL14_ENG_2099	E0438229	GPE	NW	N	Y	N
EDL14_ENG_2100	E0769300	GPE	DF	N	Y	N
EDL14_ENG_2101	E0264831	PER	NW	N	N	N
EDL14_ENG_2102	E0145283	GPE	DF	Y	Y	N
EDL14_ENG_2103	NIL0583	ORG	NW	N	N	N
EDL14_ENG_2104	NIL0281	GPE	WB	N	N	N
EDL14_ENG_2105	E0201977	PER	DF	N	N	N
EDL14_ENG_2106	NIL0015	PER	DF	N	N	Y
EDL14_ENG_2107	E0213705	PER	WB	N	N	N
EDL14_ENG_2108	E0708991	ORG	NW	N	N	N
EDL14_ENG_2109	E0338923	ORG	NW	N	N	N
EDL14_ENG_2110	NIL0584	PER	DF	N	N	Y
EDL14_ENG_2111	E0764153	GPE	NW	N	N	N
EDL14_ENG_2112	E0226785	PER	WB	N	N	N
EDL14_ENG_2113	E0404325	ORG	WB	N	Y	N
EDL14_ENG_2114	NIL0585	ORG	WB	N	N	N
EDL14_ENG_2115	NIL0586	PER	NW	Y	Y	N
EDL14_ENG_2116	E0745362	PER	NW	N	N	N
EDL14_ENG_2117	NIL0587	PER	NW	N	N	N
EDL14_ENG_2118	E0117409	PER	NW	N	Y	N
EDL14_ENG_2119	E0282369	GPE	NW	N	N	N
EDL14_ENG_2120	NIL0588	PER	DF	N	N	Y
EDL14_ENG_2121	E0508541	PER	NW	N	N	N
EDL14_ENG_2122	E0817946	ORG	NW	Y	Y	N
EDL14_ENG_2123	NIL0589	ORG	WB	Y	Y	N
EDL14_ENG_2124	NIL0500	ORG	NW	N	Y	N
EDL14_ENG_2125	NIL0088	PER	DF	N	N	Y
EDL14_ENG_2126	NIL0590	ORG	NW	N	Y	N
EDL14_ENG_2127	E0232530	GPE	WB	N	N	N
EDL14_ENG_2128	NIL0591	PER	NW	N	N	N
